,table_id,traveler,position,placement,points,achievements
0,104584350,zenemon,4,3.0,94,3
1,104584350,yoshiyasu,1,2.0,85,3
2,104584350,satsuki,2,1.0,76,1
3,104584350,gotozaemon,3,0.0,64,2
4,105660309,kita,4,3.0,98,4
5,105660309,kinko,2,2.0,93,3
6,105660309,umegae,1,1.0,79,0
7,105660309,yoshiyasu,3,0.0,69,0
8,108731837,chuubei,4,3.0,91,3
9,108731837,zenemon,1,2.0,86,3
10,108731837,daigoro,2,1.0,82,1
11,108731837,yoshiyasu,3,0.0,71,0
12,159607708,hirotada,3,3.0,98,2
13,159607708,umegae,4,2.0,87,2
14,159607708,yoshiyasu,1,1.0,78,1
15,159607708,kinko,2,0.0,75,4
16,156395115,hiroshige,2,3.0,90,3
17,156395115,chuubei,4,2.0,86,3
18,156395115,jirocho,1,1.0,79,0
19,156395115,gotozaemon,3,0.0,68,2
20,152591322,hirotada,1,3.0,95,3
21,152591322,kita,4,2.0,86,3
22,152591322,hiroshige,2,1.0,82,1
23,152591322,umegae,3,0.0,75,2
24,150769686,kinko,3,3.0,94,2
25,150769686,hirotada,4,2.0,83,4
26,150769686,satsuki,2,1.0,81,2
27,150769686,kita,1,0.0,76,1
28,161031214,hirotada,2,3.0,86,2
29,161031214,kinko,4,2.0,81,2
30,161031214,gotozaemon,3,1.0,80,2
31,161031214,chuubei,1,0.0,70,1
32,146010626,kinko,1,3.0,92,2
33,146010626,chuubei,4,2.0,87,3
34,146010626,hirotada,2,1.0,86,2
35,146010626,yoshiyasu,3,0.0,82,0
36,144951653,umegae,2,3.0,101,2
37,144951653,chuubei,1,2.0,87,2
38,144951653,kinko,4,1.0,85,3
39,144951653,gotozaemon,3,0.0,82,3
40,143201012,jirocho,3,3.0,97,1
41,143201012,kita,4,2.0,96,4
42,143201012,kinko,2,1.0,93,3
43,143201012,hirotada,1,0.0,80,0
44,141966995,daigoro,4,3.0,87,2
45,141966995,kita,2,2.0,85,3
46,141966995,satsuki,1,1.0,79,1
47,141966995,hiroshige,3,0.0,78,4
48,193632631,satsuki,4,3.0,97,3
49,193632631,nampo,3,2.0,90,3
50,193632631,hirotada,1,1.0,84,1
51,193632631,yoshiyasu,2,0.0,77,2
52,193412832,umegae,3,3.0,109,4
53,193412832,hiroshige,4,2.0,89,3
54,193412832,chuubei,1,1.0,87,1
55,193412832,jirocho,2,0.0,82,2
56,192722022,chuubei,2,3.0,90,3
57,192722022,kinko,3,2.0,84,1
58,192722022,satsuki,4,1.0,76,2
59,192722022,sasayakko,1,0.0,66,0
60,192712785,kinko,4,3.0,103,3
61,192712785,chuubei,2,2.0,85,3
62,192712785,kita,3,1.0,81,1
63,192712785,zenemon,1,0.0,75,0
64,192717161,umegae,2,3.0,95,1
65,192717161,hiroshige,3,2.0,92,3
66,192717161,mitsukuni,1,1.0,91,2
67,192717161,kita,4,0.0,72,2
68,192482068,yoshiyasu,4,3.0,97,1
69,192482068,umegae,3,2.0,96,3
70,192482068,hirotada,1,1.0,81,2
71,192482068,jirocho,2,0.0,78,2
72,192466640,umegae,3,3.0,106,3
73,192466640,sasayakko,4,2.0,96,2
74,192466640,daigoro,2,1.0,91,1
75,192466640,nampo,1,0.0,79,2
76,192203756,kita,2,3.0,95,3
77,192203756,hirotada,4,2.0,92,2
78,192203756,chuubei,3,1.0,82,1
79,192203756,daigoro,1,0.0,79,2
80,192092299,satsuki,1,3.0,95,3
81,192092299,chuubei,2,2.0,85,2
82,192092299,yoshiyasu,3,1.0,71,1
83,192092299,zenemon,4,0.0,70,1
84,192090142,chuubei,4,3.0,92,3
85,192090142,daigoro,1,2.0,90,2
86,192090142,hirotada,3,1.0,83,0
87,192090142,zenemon,2,0.0,79,2
88,192082915,hirotada,1,3.0,97,1
89,192082915,hiroshige,2,2.0,94,2
90,192082915,kinko,3,1.0,92,1
91,192082915,satsuki,4,0.0,84,3
92,192014208,yoshiyasu,3,3.0,93,2
93,192014208,jirocho,2,2.0,90,4
94,192014208,mitsukuni,4,1.0,85,0
95,192014208,hirotada,1,0.0,83,2
96,191638428,kinko,2,3.0,103,1
97,191638428,hirotada,3,2.0,86,2
98,191638428,daigoro,1,1.0,84,1
99,191638428,satsuki,4,0.0,78,3
100,191544759,yoshiyasu,3,3.0,95,2
101,191544759,gotozaemon,1,2.0,92,3
102,191544759,zenemon,2,1.0,92,1
103,191544759,umegae,4,0.0,80,1
104,191492722,chuubei,2,3.0,87,2
105,191492722,umegae,3,2.0,87,1
106,191492722,kinko,1,1.0,84,1
107,191492722,mitsukuni,4,0.0,76,2
108,191252669,yoshiyasu,1,3.0,102,3
109,191252669,zenemon,4,2.0,88,2
110,191252669,kinko,3,1.0,83,1
111,191252669,sasayakko,2,0.0,70,2
112,185849773,chuubei,3,3.0,86,3
113,185849773,hirotada,1,2.0,83,0
114,185849773,gotozaemon,2,1.0,75,2
115,185849773,mitsukuni,4,0.0,74,2
116,185367063,gotozaemon,3,3.0,91,3
117,185367063,hirotada,4,2.0,86,2
118,185367063,kinko,2,1.0,82,2
119,185367063,zenemon,1,0.0,70,2
120,187473361,yoshiyasu,2,3.0,95,2
121,187473361,kita,1,2.0,94,3
122,187473361,chuubei,4,1.0,77,1
123,187473361,kinko,3,0.0,76,2
124,187235507,yoshiyasu,1,3.0,97,1
125,187235507,hirotada,2,2.0,93,2
126,187235507,kinko,4,1.0,81,1
127,187235507,satsuki,3,0.0,72,2
128,185346856,umegae,2,3.0,89,2
129,185346856,nampo,3,2.0,80,2
130,185346856,zenemon,1,1.0,77,2
131,185346856,kita,4,0.0,68,1
132,192223653,chuubei,3,3.0,102,4
133,192223653,yoshiyasu,4,2.0,95,1
134,192223653,hirotada,2,1.0,88,2
135,192223653,kinko,1,0.0,86,1
136,192124831,yoshiyasu,2,3.0,97,2
137,192124831,satsuki,3,2.0,91,1
138,192124831,gotozaemon,4,1.0,87,3
139,192124831,nampo,1,0.0,80,2
140,185461421,chuubei,2,3.0,93,3
141,185461421,yoshiyasu,3,2.0,81,1
142,185461421,kinko,1,1.0,80,1
143,185461421,zenemon,4,0.0,68,2
144,189793027,hirotada,4,3.0,90,1
145,189793027,umegae,1,2.0,83,3
146,189793027,kita,2,1.0,83,2
147,189793027,kinko,3,0.0,80,1
148,188592126,yoshiyasu,3,3.0,96,2
149,188592126,daigoro,2,2.0,91,2
150,188592126,jirocho,1,1.0,78,0
151,188592126,satsuki,4,0.0,74,3
152,187554297,umegae,3,3.0,87,1
153,187554297,daigoro,1,2.0,82,1
154,187554297,satsuki,4,1.0,72,2
155,187554297,gotozaemon,2,0.0,72,1
156,190039027,chuubei,4,3.0,96,4
157,190039027,kita,1,2.0,91,2
158,190039027,yoshiyasu,2,1.0,88,2
159,190039027,zenemon,3,0.0,87,2
160,190034163,hirotada,1,3.0,95,4
161,190034163,kinko,2,2.0,88,0
162,190034163,gotozaemon,4,1.0,85,1
163,190034163,sasayakko,3,0.0,78,2
164,186548456,hirotada,1,3.0,104,2
165,186548456,satsuki,3,2.0,100,4
166,186548456,umegae,2,1.0,89,3
167,186548456,sasayakko,4,0.0,82,0
168,187943887,hirotada,2,3.0,92,3
169,187943887,zenemon,3,2.0,89,2
170,187943887,hiroshige,4,1.0,86,2
171,187943887,kita,1,0.0,85,3
172,185352817,kinko,1,3.0,95,3
173,185352817,hirotada,4,2.0,88,3
174,185352817,yoshiyasu,3,1.0,84,3
175,185352817,gotozaemon,2,0.0,68,0
176,193870051,zenemon,2,3.0,97,2
177,193870051,kinko,1,2.0,93,2
178,193870051,chuubei,3,1.0,91,3
179,193870051,gotozaemon,4,0.0,68,0
180,193631576,hirotada,3,3.0,86,1
181,193631576,umegae,2,2.0,76,4
182,193631576,miyataka,4,1.0,74,1
183,193631576,daigoro,1,0.0,72,1
184,193415037,daigoro,1,3.0,99,2
185,193415037,kinko,2,2.0,95,2
186,193415037,yoshiyasu,3,1.0,88,2
187,193415037,mitsukuni,4,0.0,61,1
188,193181124,zenemon,2,3.0,91,3
189,193181124,hirotada,4,2.0,87,2
190,193181124,chuubei,3,1.0,81,3
191,193181124,yoshiyasu,1,0.0,79,1
192,192953042,hirotada,2,3.0,98,1
193,192953042,mitsukuni,4,2.0,91,3
194,192953042,yoshiyasu,3,1.0,90,2
195,192953042,zenemon,1,0.0,70,1
196,192701386,kinko,4,3.0,93,4
197,192701386,umegae,2,2.0,87,2
198,192701386,kita,3,1.0,84,2
199,192701386,yoshiyasu,1,0.0,78,1
200,192697027,chuubei,3,3.0,88,3
201,192697027,kinko,2,2.0,87,2
202,192697027,hiroshige,4,1.0,81,2
203,192697027,miyataka,1,0.0,67,1
204,192606900,hiroshige,3,3.0,92,3
205,192606900,kita,4,2.0,83,2
