,table_id,traveler,position,placement,points,achievements
0,108912705,zenemon,1,3.0,96,1
1,108912705,yoshiyasu,2,2.0,92,3
2,108912705,chuubei,3,1.0,83,2
3,107297270,zenemon,3,3.0,91,1
4,107297270,kinko,4,2.0,82,1
5,107297270,chuubei,1,1.0,78,3
6,100828502,umegae,4,3.0,90,2
7,100828502,chuubei,1,1.0,78,2
8,100828502,zenemon,3,0.0,64,2
9,100279561,yoshiyasu,4,3.0,96,1
10,100279561,hiroshige,2,2.0,83,2
11,100279561,kita,3,0.0,58,1
12,100263822,daigoro,4,3.0,94,2
13,100263822,miyataka,1,2.0,79,1
14,100263822,chuubei,2,1.0,71,3
15,110279357,jirocho,2,3.0,89,1
16,110279357,zenemon,1,1.0,82,2
17,110279357,mitsukuni,4,0.0,74,2
18,106267028,umegae,1,3.0,98,2
19,106267028,yoshiyasu,4,1.0,71,2
20,106267028,miyataka,2,0.0,67,1
21,104402688,kinko,1,3.0,99,3
22,104402688,umegae,2,2.0,91,3
23,104402688,jirocho,4,1.0,82,2
24,104584350,zenemon,4,3.0,94,3
25,104584350,yoshiyasu,1,2.0,85,3
26,104584350,satsuki,2,1.0,76,1
27,104584350,gotozaemon,3,0.0,64,2
28,101140342,kinko,4,2.0,82,2
29,101140342,umegae,3,1.0,73,2
30,101140342,satsuki,2,0.0,71,3
31,115633684,umegae,3,3.0,95,2
32,115633684,hirotada,2,2.0,94,1
33,115633684,mitsukuni,1,1.0,92,3
34,115378969,zenemon,1,3.0,89,1
35,115378969,nampo,3,1.0,78,2
36,115378969,sasayakko,4,0.0,68,1
37,114936450,hirotada,1,3.0,84,3
38,114936450,kita,3,1.0,74,2
39,114936450,mitsukuni,4,0.0,68,1
40,114860532,hiroshige,3,3.0,95,4
41,114860532,hirotada,1,1.0,90,1
42,114860532,chuubei,4,0.0,74,2
43,114442533,jirocho,1,2.0,83,2
44,114442533,chuubei,3,1.0,73,2
45,114442533,nampo,4,0.0,72,1
46,114020407,kita,3,3.0,111,4
47,114020407,mitsukuni,2,2.0,81,1
48,114020407,hirotada,1,1.0,80,1
49,113105583,hiroshige,2,3.0,86,3
50,113105583,kinko,4,2.0,79,2
51,113105583,chuubei,1,0.0,70,1
52,113057963,hirotada,2,3.0,101,5
53,113057963,kinko,3,2.0,91,1
54,113057963,satsuki,4,1.0,76,2
55,112913873,chuubei,1,3.0,103,1
56,112913873,yoshiyasu,2,2.0,86,2
57,112913873,kita,3,1.0,85,2
58,111034030,daigoro,4,3.0,93,2
59,111034030,chuubei,3,2.0,90,2
60,111034030,hirotada,2,1.0,84,2
61,110147674,yoshiyasu,4,3.0,97,3
62,110147674,kita,3,2.0,89,2
63,110147674,zenemon,2,0.0,71,1
64,110139179,gotozaemon,1,3.0,91,3
65,110139179,yoshiyasu,3,2.0,82,2
66,110139179,umegae,2,1.0,81,2
67,108933225,zenemon,1,3.0,92,3
68,108933225,kita,3,2.0,79,2
69,108933225,hirotada,4,1.0,76,0
70,108761116,kita,2,3.0,90,3
71,108761116,mitsukuni,4,2.0,90,2
72,108761116,jirocho,1,1.0,90,1
73,108638162,hirotada,3,3.0,88,2
74,108638162,hiroshige,4,1.0,82,3
75,108638162,daigoro,1,0.0,75,0
76,108448913,umegae,3,3.0,93,0
77,108448913,satsuki,4,2.0,83,3
78,108448913,mitsukuni,1,0.0,64,2
79,108436261,yoshiyasu,3,3.0,95,3
80,108436261,sasayakko,2,2.0,88,2
81,108436261,hirotada,4,1.0,86,2
82,108105192,chuubei,3,3.0,89,2
83,108105192,mitsukuni,2,1.0,76,0
84,108105192,yoshiyasu,1,0.0,69,1
85,108052638,kinko,4,3.0,94,1
86,108052638,yoshiyasu,1,1.0,83,1
87,108052638,hirotada,3,0.0,78,1
88,107778174,chuubei,4,3.0,91,2
89,107778174,daigoro,2,0.5,74,1
90,107778174,yoshiyasu,3,0.5,74,1
91,106683905,kinko,3,2.0,94,1
92,106683905,zenemon,1,1.0,90,2
93,106683905,satsuki,2,0.0,80,1
94,106539002,umegae,1,3.0,101,1
95,106539002,zenemon,2,2.0,83,1
96,106539002,yoshiyasu,3,0.0,76,2
97,106343939,gotozaemon,3,3.0,104,1
98,106343939,hirotada,2,2.0,86,3
99,106343939,yoshiyasu,1,0.0,78,3
100,106347753,hiroshige,4,2.0,81,3
101,106347753,zenemon,1,1.0,79,2
102,106347753,umegae,2,0.0,78,1
103,106257317,chuubei,3,3.0,106,5
104,106257317,kinko,2,2.0,90,0
105,106257317,yoshiyasu,1,1.0,85,2
106,105670432,hirotada,2,2.0,83,2
107,105670432,sasayakko,1,1.0,78,1
108,105670432,satsuki,4,0.0,70,1
109,105660309,kita,4,3.0,98,4
110,105660309,kinko,2,2.0,93,3
111,105660309,umegae,1,1.0,79,0
112,105660309,yoshiyasu,3,0.0,69,0
113,105489065,chuubei,2,3.0,87,4
114,105489065,hirotada,3,2.0,82,1
115,105489065,zenemon,1,0.0,66,0
116,105476658,kinko,3,3.0,101,1
117,105476658,zenemon,2,2.0,93,3
118,105476658,kita,1,1.0,80,3
119,105478413,hirotada,2,3.0,89,2
120,105478413,jirocho,3,2.0,86,1
121,105478413,yoshiyasu,4,0.0,82,2
122,105315068,chuubei,1,3.0,93,3
123,105315068,daigoro,2,2.0,90,1
124,105315068,miyataka,4,1.0,79,2
125,105136430,nampo,1,3.0,92,3
126,105136430,satsuki,2,2.0,88,1
127,105136430,yoshiyasu,3,1.0,84,2
128,104968271,zenemon,3,3.0,96,3
129,104968271,umegae,2,2.0,85,0
130,104968271,yoshiyasu,1,1.0,78,3
131,104794858,daigoro,1,3.0,105,2
132,104794858,hirotada,3,2.0,81,2
133,104794858,kita,2,1.0,79,2
134,104793304,kinko,3,3.0,97,2
135,104793304,umegae,2,2.0,83,3
136,104793304,yoshiyasu,1,0.0,78,1
137,104667899,umegae,4,3.0,97,4
138,104667899,kinko,2,2.0,87,1
139,104667899,satsuki,3,0.0,78,2
140,104437447,hirotada,4,3.0,91,2
141,104437447,yoshiyasu,1,2.0,84,1
142,104437447,miyataka,3,1.0,81,2
143,102980099,chuubei,1,3.0,92,3
144,102980099,umegae,2,2.0,89,0
145,102980099,kinko,3,1.0,88,2
146,101540827,umegae,2,3.0,87,3
147,101540827,hirotada,1,1.0,78,1
148,101540827,kita,3,0.0,76,2
149,101349226,yoshiyasu,3,3.0,97,3
150,101349226,kinko,2,1.0,87,2
151,101349226,hirotada,4,0.0,79,1
152,101193315,kinko,2,3.0,90,1
153,101193315,mitsukuni,3,2.0,88,2
154,101193315,hirotada,1,1.0,84,2
155,100812197,yoshiyasu,2,2.0,89,2
156,100812197,hiroshige,4,1.0,87,4
157,100812197,miyataka,1,0.0,67,1
158,100426987,chuubei,3,3.0,90,3
159,100426987,hirotada,1,2.0,87,2
160,100426987,satsuki,2,1.0,80,1
161,100055951,daigoro,3,3.0,92,3
162,100055951,umegae,2,1.0,83,2
163,100055951,yoshiyasu,1,0.0,78,2
164,99867833,zenemon,4,2.0,85,1
165,99867833,umegae,1,1.0,81,2
166,99867833,yoshiyasu,3,0.0,80,2
167,114904611,hirotada,2,3.0,95,2
168,114904611,jirocho,4,2.0,93,2
169,114904611,daigoro,3,0.0,82,1
170,114105024,hirotada,1,3.0,91,1
171,114105024,chuubei,4,2.0,86,3
172,114105024,zenemon,3,0.0,73,2
173,114080350,kinko,3,3.0,90,1
174,114080350,hirotada,4,1.0,84,2
175,114080350,hiroshige,2,0.0,66,4
176,114079006,yoshiyasu,2,2.0,97,2
177,114079006,hirotada,3,1.0,93,2
178,114079006,gotozaemon,4,0.0,80,3
179,114068329,gotozaemon,4,3.0,87,4
180,114068329,daigoro,2,1.0,81,1
181,114068329,yoshiyasu,1,0.0,79,2
182,113762783,hirotada,1,3.0,99,2
183,113762783,kinko,3,2.0,97,2
184,113762783,chuubei,2,1.0,95,2
185,110730135,daigoro,3,3.0,86,3
186,110730135,zenemon,2,2.0,74,2
187,110730135,jirocho,4,0.0,61,1
188,108768665,hirotada,4,2.0,85,3
189,108768665,gotozaemon,2,1.0,85,2
190,108768665,yoshiyasu,3,0.0,67,0
191,108119395,jirocho,4,3.0,87,2
192,108119395,chuubei,1,2.0,85,3
193,108119395,umegae,2,1.0,85,2
194,107568305,jirocho,2,3.0,91,2
195,107568305,chuubei,4,2.0,85,2
196,107568305,zenemon,1,0.0,73,2
197,113239682,jirocho,1,2.0,79,2
198,113239682,daigoro,4,1.0,76,1
199,113239682,hiroshige,2,0.0,75,2
200,108731837,chuubei,4,3.0,91,3
201,108731837,zenemon,1,2.0,86,3
202,108731837,daigoro,2,1.0,82,1
203,108731837,yoshiyasu,3,0.0,71,0
204,103954294,umegae,2,2.0,83,2
205,103954294,gotozaemon,1,1.0,72,1
206,103954294,jirocho,3,0.0,67,2
207,115415076,zenemon,1,3.0,102,2
208,115415076,hirotada,4,2.0,93,2
209,115415076,satsuki,3,0.0,72,4
210,115200151,hirotada,3,3.0,99,3
211,115200151,umegae,1,2.0,80,1
212,115200151,gotozaemon,2,0.0,65,0
213,114919979,hirotada,1,3.0,91,4
214,114919979,gotozaemon,4,2.0,87,1
215,114919979,daigoro,2,0.0,68,3
216,112586510,daigoro,1,3.0,89,1
217,112586510,umegae,4,2.0,85,2
218,112586510,mitsukuni,3,0.0,73,2
219,107908409,chuubei,2,3.0,88,1
220,107908409,kinko,3,2.0,83,3
221,107908409,kita,4,1.0,82,1
222,101185467,hirotada,3,3.0,103,3
223,101185467,kita,4,2.0,88,2
224,101185467,gotozaemon,1,0.0,71,1
225,100421050,umegae,3,3.0,85,3
226,100421050,miyataka,1,2.0,77,2
227,100421050,hiroshige,2,1.0,76,1
228,159591600,chuubei,1,3.0,96,1
229,159591600,zenemon,4,2.0,89,4
230,159591600,sasayakko,2,1.0,83,1
231,141634295,kita,3,3.0,88,3
232,141634295,jirocho,4,1.0,72,0
233,141634295,zenemon,1,0.0,70,0
234,137100251,kinko,3,3.0,107,4
235,137100251,jirocho,1,2.0,92,2
236,137100251,umegae,4,1.0,90,3
237,160290702,hirotada,1,2.0,85,3
