,table_id,traveler,position,placement,points,achievements
0,88030659,hirotada,3,3.0,86,2
1,88030659,kinko,1,2.0,81,2
2,88030659,umegae,2,1.0,77,2
3,88030659,yoshiyasu,4,0.0,73,1
4,87454397,zenemon,2,3.0,79,2
5,87454397,yoshiyasu,1,1.5,77,2
6,87454397,kinko,4,1.5,77,2
7,87454397,chuubei,3,0.0,76,2
8,78102296,kinko,2,3.0,78,3
9,78102296,zenemon,1,2.0,76,2
10,78102296,yoshiyasu,3,1.0,75,2
11,78102296,umegae,4,0.0,63,1
12,80354452,yoshiyasu,3,3.0,81,3
13,80354452,umegae,1,2.0,78,2
14,80354452,hirotada,2,1.0,75,2
15,80354452,mitsukuni,4,0.0,69,2
16,80349535,zenemon,1,3.0,82,3
17,80349535,chuubei,3,2.0,79,2
18,80349535,umegae,2,1.0,79,1
19,80349535,yoshiyasu,4,0.0,74,2
20,94092876,chuubei,4,3.0,88,3
21,94092876,kinko,2,2.0,81,1
22,94092876,hirotada,3,1.0,80,1
23,94092876,satsuki,1,0.0,67,2
24,85957021,chuubei,2,3.0,86,3
25,85957021,sasayakko,1,2.0,80,2
26,85957021,kinko,3,1.0,79,2
27,85957021,umegae,4,0.0,58,1
28,99713497,zenemon,3,3.0,86,3
29,99713497,umegae,1,2.0,83,2
30,99713497,kinko,4,1.0,82,2
31,99713497,hirotada,2,0.0,78,2
32,99286832,hirotada,3,3.0,78,2
33,99286832,yoshiyasu,1,1.5,76,2
34,99286832,mitsukuni,4,1.5,76,2
35,99286832,kinko,2,0.0,54,2
36,98911100,chuubei,4,3.0,80,2
37,98911100,kinko,3,2.0,78,1
38,98911100,hirotada,1,1.0,76,2
39,98911100,yoshiyasu,2,0.0,69,3
40,98721083,kinko,1,3.0,82,3
41,98721083,yoshiyasu,3,2.0,72,2
42,98721083,chuubei,4,1.0,68,2
43,98721083,hirotada,2,0.0,67,1
44,98717768,zenemon,2,3.0,81,2
45,98717768,chuubei,4,2.0,78,3
46,98717768,kinko,3,1.0,71,1
47,98717768,yoshiyasu,1,0.0,68,1
48,98330283,chuubei,2,3.0,82,4
49,98330283,mitsukuni,4,2.0,82,3
50,98330283,hirotada,3,1.0,80,1
51,98330283,kinko,1,0.0,75,2
52,97724123,kinko,1,3.0,82,3
53,97724123,zenemon,3,2.0,78,3
54,97724123,hirotada,2,1.0,77,1
55,97724123,umegae,4,0.0,63,2
56,96940098,chuubei,3,3.0,89,5
57,96940098,hirotada,2,2.0,76,2
58,96940098,kinko,4,1.0,76,1
59,96940098,zenemon,1,0.0,61,2
60,96946616,yoshiyasu,2,3.0,82,1
61,96946616,chuubei,4,2.0,74,3
62,96946616,umegae,1,1.0,74,2
63,96946616,kinko,3,0.0,72,1
64,96080461,yoshiyasu,2,3.0,89,2
65,96080461,hiroshige,1,2.0,81,3
66,96080461,satsuki,3,1.0,69,2
67,96080461,kinko,4,0.0,56,1
68,95865172,umegae,3,3.0,82,2
69,95865172,zenemon,2,2.0,81,2
70,95865172,kinko,4,1.0,79,2
71,95865172,hiroshige,1,0.0,71,2
72,95183916,kinko,2,3.0,81,2
73,95183916,hirotada,1,2.0,78,2
74,95183916,zenemon,4,1.0,71,3
75,95183916,umegae,3,0.0,61,1
76,94939305,umegae,4,3.0,83,1
77,94939305,zenemon,3,2.0,80,2
78,94939305,hirotada,1,1.0,77,2
79,94939305,chuubei,2,0.0,68,2
80,93500807,kinko,4,3.0,78,2
81,93500807,yoshiyasu,2,2.0,75,2
82,93500807,hirotada,3,1.0,74,2
83,93500807,hiroshige,1,0.0,70,2
84,92981849,yoshiyasu,3,3.0,82,3
85,92981849,hirotada,2,2.0,82,2
86,92981849,kinko,4,1.0,81,4
87,92981849,umegae,1,0.0,73,2
88,89448271,hiroshige,2,3.0,77,5
89,89448271,hirotada,4,1.5,74,2
90,89448271,kinko,3,1.5,74,2
91,89448271,yoshiyasu,1,0.0,64,0
92,88900308,hiroshige,4,3.0,78,2
93,88900308,kinko,3,2.0,77,3
94,88900308,chuubei,2,1.0,71,2
95,88900308,umegae,1,0.0,70,1
96,88626939,chuubei,3,3.0,84,4
97,88626939,hirotada,1,2.0,82,1
98,88626939,yoshiyasu,4,1.0,78,2
99,88626939,kinko,2,0.0,74,1
100,88343284,hirotada,3,3.0,87,3
101,88343284,umegae,1,2.0,71,1
102,88343284,mitsukuni,2,1.0,70,2
103,88343284,kinko,4,0.0,59,1
104,88064847,zenemon,2,3.0,86,3
105,88064847,yoshiyasu,1,2.0,77,2
106,88064847,umegae,3,1.0,72,2
107,88064847,kinko,4,0.0,63,1
108,88051308,umegae,3,3.0,77,3
109,88051308,chuubei,1,2.0,75,3
110,88051308,yoshiyasu,2,1.0,75,1
111,88051308,kinko,4,0.0,67,2
112,87715130,kinko,1,3.0,84,1
113,87715130,hirotada,4,2.0,78,2
114,87715130,yoshiyasu,3,1.0,72,2
115,87715130,satsuki,2,0.0,71,3
116,85282905,hirotada,2,3.0,83,3
117,85282905,kinko,1,2.0,82,2
118,85282905,chuubei,4,1.0,75,3
119,85282905,mitsukuni,3,0.0,69,1
120,82368022,umegae,4,3.0,83,1
121,82368022,yoshiyasu,2,2.0,76,2
122,82368022,hirotada,3,1.0,73,1
123,82368022,chuubei,1,0.0,70,3
124,99294903,hiroshige,2,3.0,84,1
125,99294903,umegae,3,2.0,80,3
126,99294903,kinko,1,1.0,76,1
127,99294903,hirotada,4,0.0,73,2
128,99098566,hirotada,4,3.0,82,1
129,99098566,hiroshige,2,2.0,76,2
130,99098566,umegae,1,1.0,73,3
131,99098566,chuubei,3,0.0,68,2
132,77908650,mitsukuni,3,3.0,95,3
133,77908650,kinko,1,2.0,79,3
134,77908650,yoshiyasu,4,1.0,75,1
135,77908650,sasayakko,2,0.0,60,1
136,97590629,kinko,3,3.0,81,3
137,97590629,umegae,2,2.0,77,2
138,97590629,zenemon,1,1.0,75,2
139,97590629,yoshiyasu,4,0.0,73,2
140,99687931,mitsukuni,2,3.0,75,2
141,99687931,kinko,4,2.0,71,4
142,99687931,zenemon,1,1.0,66,1
143,99687931,hirotada,3,0.0,65,1
144,97315150,chuubei,2,3.0,86,3
145,97315150,hirotada,1,2.0,74,3
146,97315150,umegae,3,0.5,70,2
147,97315150,kinko,4,0.5,70,2
148,95413699,yoshiyasu,2,3.0,86,4
149,95413699,zenemon,4,2.0,82,2
150,95413699,kinko,3,1.0,69,3
151,95413699,sasayakko,1,0.0,63,0
152,86371458,hiroshige,3,2.0,76,2
153,86371458,yoshiyasu,2,2.0,76,2
154,86371458,umegae,1,2.0,76,2
155,86371458,hirotada,4,0.0,75,1
156,85735558,hiroshige,3,3.0,81,3
157,85735558,hirotada,2,2.0,78,2
158,85735558,umegae,4,1.0,74,2
159,85735558,zenemon,1,0.0,70,1
160,97137339,umegae,4,3.0,86,3
161,97137339,kinko,3,2.0,77,2
162,97137339,zenemon,2,1.0,72,2
163,97137339,mitsukuni,1,0.0,62,1
164,85867559,hirotada,1,3.0,78,1
165,85867559,zenemon,2,2.0,75,4
166,85867559,yoshiyasu,3,1.0,74,2
167,85867559,kinko,4,0.0,73,1
168,94253073,hiroshige,2,3.0,77,3
169,94253073,yoshiyasu,4,2.0,76,1
170,94253073,chuubei,1,1.0,74,2
171,94253073,hirotada,3,0.0,64,3
172,87714680,yoshiyasu,4,3.0,76,3
173,87714680,zenemon,1,2.0,75,1
174,87714680,kinko,2,1.0,69,2
175,87714680,sasayakko,3,0.0,68,2
176,85316070,zenemon,3,3.0,84,2
177,85316070,kinko,2,2.0,76,2
178,85316070,umegae,1,1.0,72,2
179,85316070,mitsukuni,4,0.0,65,0
180,96086356,kinko,3,2.5,80,2
181,96086356,mitsukuni,2,2.5,80,2
182,96086356,hirotada,1,1.0,72,2
183,96086356,umegae,4,0.0,71,2
184,89148289,yoshiyasu,3,3.0,80,2
185,89148289,kinko,1,2.0,80,1
186,89148289,satsuki,4,1.0,73,2
187,89148289,hirotada,2,0.0,67,2
188,96485675,yoshiyasu,3,3.0,86,3
189,96485675,kinko,2,2.0,81,2
190,96485675,umegae,4,1.0,79,4
191,96485675,hirotada,1,0.0,79,1
192,85970366,kinko,4,3.0,84,3
193,85970366,yoshiyasu,3,2.0,83,1
194,85970366,mitsukuni,2,1.0,81,3
195,85970366,satsuki,1,0.0,59,1
196,132263832,kinko,1,3.0,80,3
197,132263832,hirotada,3,2.0,76,1
198,132263832,sasayakko,2,1.0,74,3
199,132263832,yoshiyasu,4,0.0,73,1
200,129906767,chuubei,4,3.0,89,3
201,129906767,kinko,1,2.0,81,2
202,129906767,yoshiyasu,3,1.0,77,0
203,129906767,mitsukuni,2,0.0,74,2
204,123951593,hirotada,4,2.5,78,2
205,123951593,yoshiyasu,2,2.5,78,2
206,123951593,umegae,1,1.0,72,0
207,123951593,chuubei,3,0.0,70,3
208,136717852,chuubei,2,3.0,91,3
209,136717852,kinko,4,2.0,80,2
210,136717852,hiroshige,1,1.0,73,1
211,136717852,yoshiyasu,3,0.0,70,1
212,136708512,hirotada,3,3.0,87,4
213,136708512,chuubei,2,2.0,84,1
214,136708512,kinko,1,1.0,68,2
215,136708512,mitsukuni,4,0.0,54,0
216,134641110,umegae,1,3.0,81,1
217,134641110,yoshiyasu,2,2.0,75,3
218,134641110,zenemon,3,1.0,71,3
219,134641110,mitsukuni,4,0.0,60,2
220,134481595,yoshiyasu,1,3.0,74,2
221,134481595,hirotada,2,2.0,74,1
222,134481595,chuubei,4,1.0,73,3
223,134481595,sasayakko,3,0.0,71,2
224,132146430,umegae,4,3.0,88,3
225,132146430,yoshiyasu,2,2.0,85,3
226,132146430,hirotada,1,1.0,84,2
227,132146430,chuubei,3,0.0,79,2
228,129831791,yoshiyasu,4,3.0,79,3
229,129831791,kinko,2,2.0,78,2
230,129831791,hirotada,3,1.0,76,2
231,129831791,umegae,1,0.0,71,2
232,126836951,chuubei,2,3.0,79,3
233,126836951,kinko,4,2.0,76,2
234,126836951,yoshiyasu,1,1.0,73,2
235,126836951,zenemon,3,0.0,68,0
236,124572295,umegae,4,3.0,80,2
237,124572295,chuubei,2,2.0,78,3
238,124572295,hirotada,1,1.0,78,2
239,124572295,zenemon,3,0.0,75,0
240,122039949,umegae,2,3.0,80,2
241,122039949,chuubei,1,2.0,78,4
242,122039949,kinko,4,1.0,78,2
243,122039949,mitsukuni,3,0.0,77,3
244,121123202,zenemon,3,3.0,80,2
245,121123202,kinko,4,2.0,78,2
246,121123202,chuubei,2,1.0,74,3
247,121123202,hirotada,1,0.0,74,2
248,119069456,mitsukuni,1,3.0,92,3
249,119069456,chuubei,3,2.0,83,2
250,119069456,umegae,4,1.0,78,3
251,119069456,kinko,2,0.0,72,2
252,119053385,zenemon,3,3.0,79,3
253,119053385,kinko,2,2.0,76,3
254,119053385,hirotada,1,1.0,73,2
255,119053385,mitsukuni,4,0.0,55,1
256,118616701,hirotada,3,3.0,82,2
257,118616701,zenemon,1,2.0,80,2
258,118616701,umegae,2,1.0,77,3
259,118616701,yoshiyasu,4,0.0,74,1
260,118450885,yoshiyasu,1,3.0,90,2
261,118450885,hiroshige,2,2.0,78,3
262,118450885,hirotada,4,1.0,76,2
263,118450885,zenemon,3,0.0,74,1
264,118332167,chuubei,4,3.0,84,2
265,118332167,yoshiyasu,2,2.0,77,2
266,118332167,umegae,1,1.0,72,1
267,118332167,hirotada,3,0.0,71,3
268,118339070,zenemon,4,3.0,86,2
269,118339070,hirotada,1,2.0,82,2
270,118339070,chuubei,2,1.0,77,3
271,118339070,kinko,3,0.0,77,1
272,118147607,chuubei,4,3.0,88,4
273,118147607,hirotada,3,2.0,74,0
274,118147607,umegae,2,1.0,71,2
275,118147607,zenemon,1,0.0,70,1
276,131250179,chuubei,2,3.0,79,3
277,131250179,mitsukuni,4,2.0,77,2
278,131250179,hirotada,3,1.0,67,1
279,131250179,kinko,1,0.0,64,2
280,131231206,hirotada,2,3.0,87,3
281,131231206,hiroshige,1,2.0,74,2
282,131231206,kinko,4,1.0,74,1
283,131231206,yoshiyasu,3,0.0,65,2
284,131222868,chuubei,4,3.0,80,3
285,131222868,hirotada,1,2.0,75,1
286,131222868,mitsukuni,2,1.0,71,1
287,131222868,yoshiyasu,3,0.0,65,2
288,130082484,sasayakko,1,3.0,80,3
289,130082484,mitsukuni,3,2.0,79,2
290,130082484,zenemon,4,0.5,74,3
291,130082484,kinko,2,0.5,74,3
292,124063672,hirotada,4,3.0,83,2
293,124063672,chuubei,2,2.0,77,3
294,124063672,kinko,1,1.0,75,2
295,124063672,yoshiyasu,3,0.0,73,2
296,120707384,chuubei,1,3.0,86,4
297,120707384,hirotada,3,2.0,78,2
298,120707384,kinko,2,1.0,74,0
299,120707384,zenemon,4,0.0,70,2
300,120690448,yoshiyasu,4,3.0,84,2
301,120690448,hirotada,3,2.0,82,1
302,120690448,mitsukuni,1,1.0,75,3
303,120690448,chuubei,2,0.0,65,1
304,116810299,umegae,1,3.0,83,1
305,116810299,hirotada,3,2.0,78,2
306,116810299,yoshiyasu,4,1.0,77,3
307,116810299,chuubei,2,0.0,65,1
308,116449685,mitsukuni,2,3.0,81,4
309,116449685,zenemon,4,2.0,79,1
310,116449685,yoshiyasu,3,1.0,76,1
311,116449685,hirotada,1,0.0,73,2
312,126649472,kinko,3,3.0,92,3
313,126649472,yoshiyasu,2,2.0,75,3
314,126649472,umegae,4,1.0,74,3
315,126649472,hirotada,1,0.0,63,0
316,131501816,chuubei,1,3.0,79,2
317,131501816,yoshiyasu,4,2.0,76,2
318,131501816,hirotada,3,1.0,76,1
319,131501816,umegae,2,0.0,60,2
320,117722160,hirotada,3,3.0,83,1
321,117722160,chuubei,1,2.0,79,3
322,117722160,mitsukuni,4,1.0,79,2
323,117722160,yoshiyasu,2,0.0,72,1
324,122639289,kinko,3,3.0,95,3
325,122639289,umegae,2,2.0,81,2
326,122639289,chuubei,1,1.0,73,1
327,122639289,zenemon,4,0.0,69,1
328,122639844,kinko,4,3.0,84,3
329,122639844,hirotada,2,2.0,73,2
330,122639844,chuubei,1,1.0,71,2
331,122639844,mitsukuni,3,0.0,64,2
332,118545980,sasayakko,4,3.0,85,3
333,118545980,umegae,2,2.0,81,1
334,118545980,hirotada,1,1.0,79,3
335,118545980,mitsukuni,3,0.0,73,1
336,126861839,yoshiyasu,2,3.0,78,2
337,126861839,chuubei,4,2.0,75,3
338,126861839,hirotada,1,1.0,75,1
339,126861839,hiroshige,3,0.0,63,2
340,134327883,kinko,3,3.0,89,3
341,134327883,umegae,4,2.0,89,2
342,134327883,chuubei,2,1.0,78,2
343,134327883,hirotada,1,0.0,78,0
344,124585734,chuubei,1,3.0,89,3
345,124585734,hirotada,3,2.0,83,2
346,124585734,kinko,2,1.0,79,2
347,124585734,satsuki,4,0.0,70,3
348,136051378,hirotada,4,3.0,84,2
349,136051378,zenemon,2,2.0,78,4
350,136051378,sasayakko,3,1.0,75,1
351,136051378,chuubei,1,0.0,65,1
352,133200302,yoshiyasu,4,3.0,82,3
353,133200302,satsuki,2,2.0,79,4
354,133200302,hirotada,3,1.0,78,1
355,133200302,zenemon,1,0.0,74,1
356,131529302,hirotada,2,3.0,78,3
357,131529302,chuubei,3,2.0,73,3
358,131529302,satsuki,4,1.0,73,2
359,131529302,umegae,1,0.0,67,0
360,129836555,umegae,3,3.0,85,3
361,129836555,kinko,4,2.0,78,2
362,129836555,hirotada,2,1.0,77,1
363,129836555,satsuki,1,0.0,66,2
364,129804386,umegae,4,3.0,88,3
365,129804386,mitsukuni,2,2.0,82,2
366,129804386,yoshiyasu,1,1.0,80,1
367,129804386,satsuki,3,0.0,62,1
368,128655235,hiroshige,1,3.0,84,3
369,128655235,umegae,2,2.0,76,2
370,128655235,hirotada,4,1.0,75,1
371,128655235,kinko,3,0.0,73,2
372,124404757,chuubei,4,3.0,80,3
373,124404757,mitsukuni,1,2.0,77,1
374,124404757,satsuki,3,1.0,76,2
375,124404757,kinko,2,0.0,65,1
376,135531612,kinko,4,3.0,86,2
377,135531612,hirotada,3,2.0,85,3
378,135531612,zenemon,1,1.0,71,1
379,135531612,chuubei,2,0.0,70,2
380,133881176,satsuki,2,2.5,76,2
381,133881176,chuubei,4,2.5,76,2
382,133881176,hirotada,3,1.0,75,3
383,133881176,yoshiyasu,1,0.0,74,2
384,128450437,chuubei,4,3.0,87,3
385,128450437,yoshiyasu,1,2.0,84,2
386,128450437,hirotada,2,1.0,68,1
387,128450437,kinko,3,0.0,66,2
388,126785896,hirotada,4,3.0,89,2
389,126785896,yoshiyasu,2,2.0,78,1
390,126785896,kinko,1,1.0,69,1
391,126785896,zenemon,3,0.0,64,2
392,125024206,yoshiyasu,3,3.0,83,3
393,125024206,chuubei,4,2.0,82,3
394,125024206,mitsukuni,1,1.0,76,3
395,125024206,zenemon,2,0.0,59,1
396,124917440,kinko,4,3.0,78,3
397,124917440,chuubei,2,2.0,76,3
398,124917440,hirotada,3,1.0,76,0
399,124917440,hiroshige,1,0.0,72,2
400,124307424,umegae,4,3.0,86,3
401,124307424,chuubei,3,2.0,81,3
402,124307424,hirotada,1,1.0,74,2
403,124307424,kinko,2,0.0,68,2
404,122612053,hirotada,4,3.0,79,2
405,122612053,umegae,2,2.0,78,4
406,122612053,kinko,1,1.0,77,1
407,122612053,zenemon,3,0.0,76,3
408,124097361,hirotada,2,3.0,80,2
409,124097361,mitsukuni,3,2.0,79,2
410,124097361,yoshiyasu,1,1.0,78,3
411,124097361,sasayakko,4,0.0,74,2
412,122613925,chuubei,1,3.0,91,4
413,122613925,umegae,2,2.0,77,0
414,122613925,yoshiyasu,3,1.0,72,3
415,122613925,hirotada,4,0.0,72,1
416,122578136,hirotada,2,3.0,78,2
417,122578136,hiroshige,3,2.0,77,4
418,122578136,yoshiyasu,4,1.0,75,0
419,122578136,kinko,1,0.0,70,3
420,122263479,kinko,1,3.0,80,1
421,122263479,sasayakko,4,2.0,77,2
422,122263479,umegae,3,1.0,76,2
423,122263479,chuubei,2,0.0,75,3
424,121970745,mitsukuni,2,3.0,87,2
425,121970745,hirotada,3,2.0,74,0
426,121970745,yoshiyasu,4,1.0,71,3
427,121970745,hiroshige,1,0.0,70,3
428,121373578,kinko,2,3.0,77,4
429,121373578,hirotada,1,2.0,73,2
430,121373578,chuubei,3,0.5,67,1
431,121373578,umegae,4,0.5,67,1
432,121144293,chuubei,1,3.0,81,2
433,121144293,hirotada,3,2.0,73,0
434,121144293,hiroshige,2,1.0,71,4
435,121144293,zenemon,4,0.0,65,2
436,121032721,hirotada,3,3.0,82,3
437,121032721,umegae,1,2.0,77,2
438,121032721,chuubei,2,1.0,71,1
439,121032721,mitsukuni,4,0.0,68,2
440,121015220,kinko,4,3.0,82,3
441,121015220,hirotada,2,2.0,75,2
442,121015220,yoshiyasu,3,1.0,72,1
443,121015220,umegae,1,0.0,56,0
444,119493889,mitsukuni,1,2.5,84,3
445,119493889,chuubei,4,2.5,84,3
446,119493889,kinko,2,1.0,76,2
447,119493889,yoshiyasu,3,0.0,69,1
448,119495793,hiroshige,4,3.0,78,2
449,119495793,kinko,2,1.5,76,2
